Opportunity ID,Opportunity Name,Account ID,Owner ID,Stage,Amount,Expected Revenue,Discount,Close Date,Created Date,Lead Source,Customer Type,Probability,
OPP0482,Tabo Range,ACC012,U004,Closed Lost,32192,28682,3557,2/15/2026,5/25/2025,Cold Call,New,0,Valid
OPP0483,Tabo Dream,ACC006,U002,Closed Lost,45344,45889,191,8/22/2025,12/28/2025,Referral,New,0,Invalid
OPP0484,Tabo Energy,ACC015,U007,Closed Lost,16077,17774,194,3/23/2025,3/28/2025,Event,New,0,Invalid
OPP0485,Tabo Beyond,ACC020,U001,Closed Lost,14758,14622,1994,6/25/2025,7/1/2025,Referral,Existing,0,Invalid
OPP0486,Tabo Range,ACC020,U001,Negotiation,28464,27286,2396,2/13/2026,5/9/2025,Referral,New,0.75,Valid
OPP0487,Tabo Heavy,ACC017,U008,Closed Won,21286,18584,3445,7/19/2025,5/6/2025,Email,New,1,Valid
OPP0488,Tabo Authority,ACC020,U007,Closed Won,39604,35988,4227,4/3/2025,8/28/2025,Referral,Existing,1,Invalid
OPP0489,Tabo Heavy,ACC010,U003,Closed Lost,28618,26098,2658,6/13/2025,8/19/2025,Email,New,0,Invalid
OPP0490,Tabo Beyond,ACC016,U007,Closed Lost,12558,12887,491,5/9/2025,11/21/2025,Email,Existing,0,Invalid
OPP0491,Tabo Beyond,ACC020,U007,Closed Lost,12730,11271,1570,1/28/2026,6/6/2025,Event,Existing,0,Valid
OPP0492,Tabo Beyond,ACC010,U007,Proposal,36407,33391,3096,9/24/2025,2/27/2026,Referral,New,0.5,Invalid
OPP0493,Tabo Cold,ACC020,U008,Proposal,28625,27560,2880,8/7/2025,7/11/2025,Web,New,0.5,Valid
OPP0494,Tabo Authority,ACC017,U007,Closed Won,48903,46259,3051,4/12/2025,4/9/2025,Cold Call,Existing,1,Valid
OPP0495,Tabo Cold,ACC010,U002,Closed Won,45694,41440,4642,4/13/2025,11/15/2025,Email,Existing,1,Invalid
OPP0496,Tabo Energy,ACC010,U008,Closed Lost,42067,38374,4414,5/16/2025,6/2/2025,Cold Call,Existing,0,Invalid
OPP0497,Tabo Heavy,ACC010,U008,Proposal,13235,11457,3731,6/10/2025,11/24/2025,Cold Call,Existing,0.5,Invalid
OPP0498,Tabo Impact,ACC009,U002,Proposal,26254,24773,3185,10/21/2025,9/30/2025,Referral,Existing,0.5,Valid
OPP0499,Tabo Cold,ACC010,U001,Closed Won,33404,33484,1409,10/2/2025,5/26/2025,Cold Call,Existing,1,Valid
OPP0500,Tabo Energy,ACC011,U007,Closed Lost,29946,26877,3214,8/4/2025,1/29/2026,Web,New,0,Invalid
OPP0501,Tabo Beyond,ACC017,U002,Closed Lost,17816,14414,3900,6/12/2025,11/5/2025,Web,Existing,0,Invalid
OPP0502,Tabo Dream,ACC010,U005,Closed Won,23376,20662,4040,7/17/2025,12/17/2025,Web,Existing,1,Invalid
OPP0503,Tabo Generation,ACC020,U007,Negotiation,28180,27605,1727,3/3/2026,4/20/2025,Cold Call,New,0.75,Valid
OPP0504,Tabo Beyond,ACC020,U009,Closed Lost,39584,39414,2008,11/22/2025,9/4/2025,Web,New,0,Valid
OPP0505,Tabo Energy,ACC018,U004,Closed Won,31394,31605,1046,1/8/2026,3/3/2026,Cold Call,Existing,1,Invalid
OPP0506,Tabo Range,ACC020,U007,Negotiation,25132,22920,3287,10/5/2025,10/18/2025,Referral,Existing,0.75,Invalid
OPP0507,Tabo Dream,ACC016,U003,Negotiation,21510,22617,459,7/8/2025,8/13/2025,Web,New,0.75,Invalid
OPP0508,Tabo Impact,ACC020,U003,Closed Won,9343,7305,3198,6/28/2025,4/10/2025,Email,Existing,1,Valid
OPP0509,Tabo Generation,ACC010,U010,Proposal,6497,8125,273,10/23/2025,7/30/2025,Web,Existing,0.5,Valid
OPP0510,Tabo Authority,ACC010,U006,Negotiation,30157,30610,1215,4/18/2025,6/7/2025,Email,New,0.75,Invalid
OPP0511,Tabo Range,ACC007,U007,Closed Lost,34465,31152,3610,6/10/2025,7/16/2025,Referral,Existing,0,Invalid
OPP0512,Tabo Dream,ACC020,U004,Negotiation,30174,27496,4416,6/1/2025,9/5/2025,Email,New,0.75,Invalid
OPP0513,Tabo Generation,ACC017,U002,Negotiation,43403,43963,1139,1/29/2026,4/3/2025,Referral,New,0.75,Valid
OPP0514,Tabo Beyond,ACC020,U010,Negotiation,20964,21330,479,11/16/2025,1/30/2026,Cold Call,Existing,0.75,Invalid
OPP0515,Tabo Impact,ACC010,U001,Closed Lost,41506,39330,2553,11/22/2025,7/28/2025,Email,New,0,Valid
OPP0516,Tabo Energy,ACC010,U006,Negotiation,17908,15010,4548,11/3/2025,2/12/2026,Cold Call,Existing,0.75,Invalid
OPP0517,Tabo Authority,ACC019,U010,Closed Lost,49536,50096,385,7/31/2025,3/19/2025,Web,New,0,Valid
OPP0518,Tabo Dream,ACC020,U005,Closed Won,47164,44808,2933,8/14/2025,6/9/2025,Cold Call,New,1,Valid
OPP0519,Tabo Energy,ACC019,U002,Closed Won,46356,41652,4818,12/19/2025,7/1/2025,Referral,Existing,1,Valid
OPP0520,Tabo Beyond,ACC007,U003,Closed Won,27250,25650,2513,11/2/2025,12/16/2025,Email,Existing,1,Invalid
OPP0521,Tabo Generation,ACC005,U001,Proposal,6907,6209,2297,2/20/2026,1/14/2026,Event,Existing,0.5,Valid
OPP0522,Tabo Cold,ACC008,U006,Proposal,26756,27774,197,5/27/2025,3/3/2026,Web,Existing,0.5,Invalid
OPP0523,Tabo Cold,ACC005,U005,Closed Lost,41142,41654,1079,2/13/2026,5/3/2025,Email,New,0,Valid
OPP0524,Tabo Generation,ACC007,U002,Closed Lost,9092,6444,3518,4/22/2025,12/14/2025,Referral,Existing,0,Invalid
OPP0525,Tabo Energy,ACC020,U005,Negotiation,24303,20876,3589,4/3/2025,3/26/2025,Web,New,0.75,Valid
OPP0526,Tabo Heavy,ACC010,U010,Closed Lost,7849,8981,599,2/4/2026,11/13/2025,Referral,New,0,Valid
OPP0527,Tabo Impact,ACC020,U008,Closed Lost,21319,18837,2738,7/18/2025,11/7/2025,Email,New,0,Invalid
OPP0528,Tabo Beyond,ACC017,U010,Proposal,26782,26044,2364,1/27/2026,11/12/2025,Web,New,0.5,Valid
OPP0529,Tabo Generation,ACC014,U003,Negotiation,23948,23733,1228,9/24/2025,12/17/2025,Cold Call,New,0.75,Invalid
OPP0530,Tabo Dream,ACC007,U004,Negotiation,13093,10745,4104,6/24/2025,10/8/2025,Event,Existing,0.75,Invalid
OPP0531,Tabo Generation,ACC007,U001,Closed Lost,19326,19687,1231,12/1/2025,2/17/2026,Referral,New,0,Invalid
OPP0532,Tabo Authority,ACC010,U008,Closed Lost,35152,34238,2744,7/20/2025,1/25/2026,Email,New,0,Invalid
OPP0533,Tabo Dream,ACC011,U005,Closed Won,32313,29835,3126,9/13/2025,7/10/2025,Referral,New,1,Valid
OPP0534,Tabo Energy,ACC020,U002,Closed Lost,42123,40567,2132,4/23/2025,8/15/2025,Cold Call,New,0,Invalid
OPP0535,Tabo Range,ACC012,U001,Closed Lost,15846,12808,3245,7/19/2025,10/14/2025,Web,Existing,0,Invalid
OPP0536,Tabo Energy,ACC020,U009,Proposal,47973,46570,2627,12/15/2025,5/20/2025,Referral,New,0.5,Valid
OPP0537,Tabo Dream,ACC012,U005,Closed Lost,7928,6290,2958,11/3/2025,3/3/2026,Web,New,0,Invalid
OPP0538,Tabo Energy,ACC013,U005,Proposal,6966,7002,975,2/11/2026,10/4/2025,Web,Existing,0.5,Valid
OPP0539,Tabo Beyond,ACC002,U005,Closed Lost,20634,19374,2989,6/23/2025,12/15/2025,Web,New,0,Invalid
OPP0540,Tabo Impact,ACC010,U007,Proposal,14282,13200,1145,1/2/2026,7/23/2025,Cold Call,New,0.5,Valid
OPP0541,Tabo Dream,ACC002,U007,Proposal,32946,29551,4106,8/23/2025,3/7/2026,Web,New,0.5,Invalid
OPP0542,Tabo Range,ACC014,U001,Closed Won,8659,7977,1910,2/10/2026,4/6/2025,Web,Existing,1,Valid
OPP0543,Tabo Beyond,ACC010,U006,Closed Lost,28443,28258,1520,5/7/2025,10/19/2025,Email,Existing,0,Invalid
OPP0544,Tabo Heavy,ACC010,U007,Closed Won,32618,33336,1208,9/13/2025,5/5/2025,Event,Existing,1,Valid
OPP0545,Tabo Dream,ACC009,U008,Closed Lost,19133,19465,1018,1/13/2026,8/21/2025,Email,New,0,Valid
OPP0546,Tabo Authority,ACC003,U003,Closed Lost,20135,18348,1934,12/25/2025,9/13/2025,Referral,New,0,Valid
OPP0547,Tabo Range,ACC010,U010,Closed Lost,38077,35034,3419,10/4/2025,4/13/2025,Referral,Existing,0,Valid
OPP0548,Tabo Heavy,ACC004,U004,Closed Won,13688,10543,4780,1/8/2026,10/6/2025,Referral,New,1,Valid
OPP0549,Tabo Generation,ACC001,U009,Negotiation,23647,21870,2347,2/8/2026,3/20/2025,Event,New,0.75,Valid
OPP0550,Tabo Impact,ACC002,U006,Proposal,36241,35288,1661,12/20/2025,7/4/2025,Web,New,0.5,Valid
OPP0551,Tabo Energy,ACC002,U010,Proposal,33359,30499,3115,8/4/2025,7/11/2025,Web,New,0.5,Valid
OPP0552,Tabo Impact,ACC010,U001,Closed Lost,7282,7078,2063,10/22/2025,4/26/2025,Web,Existing,0,Valid
OPP0553,Tabo Authority,ACC020,U002,Closed Lost,23599,23990,732,3/6/2026,3/9/2026,Event,Existing,0,Invalid
OPP0554,Tabo Authority,ACC010,U005,Closed Won,23601,19415,4943,4/29/2025,12/28/2025,Referral,New,1,Invalid
OPP0555,Tabo Beyond,ACC002,U002,Closed Lost,41594,38446,4758,12/17/2025,4/6/2025,Event,New,0,Valid
OPP0556,Tabo Range,ACC020,U010,Closed Won,39762,36079,4797,9/24/2025,6/23/2025,Email,Existing,1,Valid
OPP0557,Tabo Heavy,ACC017,U006,Proposal,23053,21139,2068,7/20/2025,6/23/2025,Email,New,0.5,Valid
OPP0558,Tabo Cold,ACC005,U005,Closed Won,24443,22173,3316,7/31/2025,4/27/2025,Referral,New,1,Valid
OPP0559,Tabo Cold,ACC020,U009,Proposal,5298,4605,1703,5/13/2025,4/22/2025,Email,Existing,0.5,Valid
OPP0560,Tabo Cold,ACC020,U001,Closed Lost,45334,47163,36,3/1/2026,2/9/2026,Referral,New,0,Valid
OPP0561,Tabo Authority,ACC016,U008,Closed Lost,21447,19124,3944,10/10/2025,8/6/2025,Web,New,0,Valid
OPP0562,Tabo Impact,ACC017,U001,Proposal,15532,15050,1222,11/25/2025,6/5/2025,Email,Existing,0.5,Valid
OPP0563,Tabo Generation,ACC010,U009,Proposal,27700,23826,4211,10/3/2025,10/30/2025,Email,New,0.5,Invalid
OPP0564,Tabo Authority,ACC010,U005,Proposal,13815,13956,846,4/11/2025,2/8/2026,Referral,Existing,0.5,Invalid
OPP0565,Tabo Heavy,ACC018,U007,Proposal,30398,26104,4730,4/10/2025,11/1/2025,Referral,Existing,0.5,Invalid
OPP0566,Tabo Cold,ACC010,U002,Negotiation,37418,34078,3811,4/25/2025,1/6/2026,Referral,New,0.75,Invalid
OPP0567,Tabo Energy,ACC020,U009,Closed Lost,24381,20030,4574,9/20/2025,11/20/2025,Referral,Existing,0,Invalid
OPP0568,Tabo Impact,ACC017,U005,Closed Won,8625,6666,3272,11/20/2025,4/16/2025,Web,New,1,Valid
OPP0569,Tabo Authority,ACC002,U007,Negotiation,38540,37687,2547,9/15/2025,10/28/2025,Referral,Existing,0.75,Invalid
OPP0570,Tabo Energy,ACC010,U006,Negotiation,31312,29937,2957,6/10/2025,6/22/2025,Cold Call,New,0.75,Invalid
OPP0571,Tabo Energy,ACC004,U010,Negotiation,21644,21974,300,9/4/2025,5/2/2025,Web,New,0.75,Valid
OPP0572,Tabo Impact,ACC001,U009,Closed Won,19983,18776,1587,11/7/2025,6/27/2025,Web,New,1,Valid
OPP0573,Tabo Dream,ACC010,U002,Closed Lost,43061,43422,477,6/22/2025,6/25/2025,Event,New,0,Invalid
OPP0574,Tabo Beyond,ACC002,U010,Proposal,42832,39234,4069,6/9/2025,7/17/2025,Event,Existing,0.5,Invalid
OPP0575,Tabo Cold,ACC018,U003,Closed Lost,28696,28839,1025,1/15/2026,12/20/2025,Event,New,0,Valid
OPP0576,Tabo Beyond,ACC013,U008,Closed Lost,40474,38324,2660,7/14/2025,7/2/2025,Referral,Existing,0,Valid
OPP0577,Tabo Authority,ACC008,U010,Closed Lost,14447,12121,4150,12/14/2025,10/12/2025,Email,New,0,Valid
OPP0578,Tabo Beyond,ACC012,U005,Closed Lost,14741,14358,2170,12/15/2025,3/8/2026,Event,Existing,0,Invalid
OPP0579,Tabo Dream,ACC015,U006,Closed Lost,26528,24892,2242,5/8/2025,2/22/2026,Referral,Existing,0,Invalid
OPP0580,Tabo Beyond,ACC012,U003,Closed Lost,15288,15251,1939,5/18/2025,11/20/2025,Event,New,0,Invalid
OPP0581,Tabo Range,ACC003,U010,Proposal,23261,23771,341,8/23/2025,7/21/2025,Email,Existing,0.5,Valid
OPP0582,Tabo Dream,ACC010,U006,Closed Won,49019,48721,930,1/31/2026,10/2/2025,Event,New,1,Valid
OPP0583,Tabo Authority,ACC007,U007,Proposal,6608,4631,2295,12/3/2025,3/16/2026,Event,New,0.5,Invalid
OPP0584,Tabo Generation,ACC011,U006,Negotiation,44260,44247,1611,4/14/2025,12/18/2025,Email,New,0.75,Invalid
OPP0585,Tabo Authority,ACC010,U008,Closed Won,21105,17656,4027,1/30/2026,11/7/2025,Referral,Existing,1,Valid
OPP0586,Tabo Dream,ACC020,U006,Closed Lost,11064,11628,681,5/30/2025,9/27/2025,Cold Call,New,0,Invalid
OPP0587,Tabo Dream,ACC016,U010,Negotiation,46770,48082,29,3/10/2026,10/24/2025,Event,Existing,0.75,Valid
OPP0588,Tabo Generation,ACC020,U003,Closed Won,23713,24535,1007,7/11/2025,8/4/2025,Event,New,1,Invalid
OPP0589,Tabo Dream,ACC011,U005,Closed Won,26596,23601,3770,8/10/2025,8/13/2025,Event,New,1,Invalid
OPP0590,Tabo Cold,ACC020,U004,Proposal,43530,41982,3285,9/30/2025,3/2/2026,Referral,New,0.5,Invalid
OPP0591,Tabo Impact,ACC002,U007,Proposal,6907,6324,1260,7/25/2025,4/19/2025,Email,Existing,0.5,Valid
OPP0592,Tabo Beyond,ACC020,U005,Closed Lost,47697,45532,2962,7/18/2025,4/25/2025,Email,Existing,0,Valid
OPP0593,Tabo Beyond,ACC017,U004,Closed Lost,40415,40366,380,5/8/2025,7/17/2025,Email,New,0,Invalid
OPP0594,Tabo Dream,ACC020,U005,Negotiation,33287,32973,1799,9/26/2025,4/6/2025,Email,New,0.75,Valid
OPP0595,Tabo Generation,ACC010,U001,Proposal,8003,4046,4845,6/6/2025,5/21/2025,Referral,Existing,0.5,Valid
OPP0596,Tabo Cold,ACC017,U002,Proposal,35529,33380,3947,10/3/2025,2/2/2026,Web,Existing,0.5,Invalid
OPP0597,Tabo Range,ACC010,U008,Closed Won,43862,42204,3422,10/13/2025,7/14/2025,Event,Existing,1,Valid
OPP0598,Tabo Dream,ACC017,U007,Closed Lost,18879,19198,1534,12/19/2025,5/8/2025,Referral,Existing,0,Valid
OPP0599,Tabo Dream,ACC020,U010,Closed Won,31195,31433,826,9/16/2025,6/1/2025,Cold Call,New,1,Valid
OPP0600,Tabo Authority,ACC017,U006,Closed Lost,14528,11965,4078,11/25/2025,6/15/2025,Email,New,0,Valid
OPP0601,Tabo Cold,ACC018,U001,Closed Won,23888,23369,1045,7/3/2025,5/26/2025,Referral,Existing,1,Valid
OPP0602,Tabo Impact,ACC016,U008,Closed Lost,10430,10004,1933,10/21/2025,4/19/2025,Web,Existing,0,Valid
OPP0603,Tabo Energy,ACC009,U004,Proposal,9019,10018,360,4/6/2025,6/1/2025,Referral,Existing,0.5,Invalid
OPP0604,Tabo Generation,ACC014,U005,Negotiation,28581,27162,3165,1/16/2026,10/19/2025,Referral,New,0.75,Valid
OPP0605,Tabo Impact,ACC008,U008,Proposal,39727,36781,3809,10/23/2025,2/17/2026,Referral,Existing,0.5,Invalid
OPP0606,Tabo Energy,ACC010,U006,Negotiation,14020,12599,1844,6/25/2025,8/15/2025,Event,Existing,0.75,Invalid
OPP0607,Tabo Range,ACC010,U003,Proposal,33090,31197,2941,3/25/2025,1/23/2026,Email,Existing,0.5,Invalid
OPP0608,Tabo Impact,ACC009,U009,Proposal,23245,19241,4027,5/8/2025,10/17/2025,Referral,Existing,0.5,Invalid
OPP0609,Tabo Heavy,ACC010,U005,Closed Lost,46023,43316,4047,12/1/2025,1/30/2026,Referral,Existing,0,Invalid
OPP0610,Tabo Authority,ACC020,U001,Negotiation,47862,46162,1833,10/12/2025,8/6/2025,Referral,Existing,0.75,Valid
OPP0611,Tabo Dream,ACC010,U003,Proposal,34682,32180,3184,3/25/2025,3/31/2025,Web,Existing,0.5,Invalid
OPP0612,Tabo Range,ACC020,U005,Negotiation,33620,32605,2663,3/19/2025,10/16/2025,Web,New,0.75,Invalid
OPP0613,Tabo Beyond,ACC017,U002,Closed Won,8920,5153,4529,5/12/2025,5/29/2025,Referral,Existing,1,Invalid
OPP0614,Tabo Heavy,ACC017,U001,Closed Lost,10060,11157,255,5/16/2025,12/21/2025,Event,New,0,Invalid
OPP0615,Tabo Authority,ACC017,U005,Closed Lost,6033,4107,2730,12/27/2025,12/16/2025,Web,Existing,0,Valid
OPP0616,Tabo Authority,ACC010,U002,Closed Won,48808,46439,2786,3/2/2026,1/5/2026,Cold Call,New,1,Valid
OPP0617,Tabo Range,ACC017,U009,Negotiation,6975,3053,4427,1/17/2026,1/27/2026,Cold Call,Existing,0.75,Invalid
OPP0618,Tabo Energy,ACC020,U005,Closed Won,36120,33206,3509,4/30/2025,8/6/2025,Email,New,1,Invalid
OPP0619,Tabo Energy,ACC014,U005,Closed Lost,30142,30240,798,12/4/2025,3/14/2026,Event,New,0,Invalid
OPP0620,Tabo Dream,ACC010,U003,Negotiation,11284,10487,2094,1/10/2026,4/19/2025,Cold Call,Existing,0.75,Valid
OPP0621,Tabo Beyond,ACC017,U001,Proposal,16941,12697,4381,10/28/2025,6/15/2025,Cold Call,New,0.5,Valid
OPP0622,Tabo Beyond,ACC017,U010,Proposal,20566,18926,2258,8/4/2025,5/17/2025,Cold Call,New,0.5,Valid
OPP0623,Tabo Authority,ACC010,U004,Closed Won,37217,36834,1984,7/27/2025,12/16/2025,Email,Existing,1,Invalid
OPP0624,Tabo Heavy,ACC017,U010,Closed Won,23843,23664,818,5/28/2025,8/7/2025,Web,Existing,1,Invalid
OPP0625,Tabo Cold,ACC010,U008,Closed Lost,25551,24315,1722,4/11/2025,6/7/2025,Cold Call,Existing,0,Invalid
OPP0626,Tabo Range,ACC019,U005,Closed Won,42064,41457,2599,1/29/2026,11/8/2025,Email,New,1,Valid
OPP0627,Tabo Authority,ACC014,U005,Proposal,13021,10981,2577,6/26/2025,8/4/2025,Event,New,0.5,Invalid
OPP0628,Tabo Beyond,ACC020,U003,Closed Lost,9678,9730,1873,11/20/2025,7/26/2025,Event,Existing,0,Valid
OPP0629,Tabo Dream,ACC009,U006,Proposal,28803,24470,4708,8/9/2025,5/30/2025,Event,New,0.5,Valid
OPP0630,Tabo Dream,ACC020,U007,Proposal,18677,18525,175,8/25/2025,2/13/2026,Web,New,0.5,Invalid
OPP0631,Tabo Dream,ACC020,U009,Proposal,45369,44860,1145,8/27/2025,8/26/2025,Referral,New,0.5,Valid
OPP0632,Tabo Generation,ACC013,U009,Closed Lost,44266,43307,1191,8/1/2025,5/16/2025,Referral,Existing,0,Valid
OPP0633,Tabo Authority,ACC020,U002,Closed Lost,7408,3964,4436,10/17/2025,6/8/2025,Web,Existing,0,Valid
OPP0634,Tabo Generation,ACC010,U007,Proposal,48712,47170,3458,2/26/2026,1/23/2026,Event,Existing,0.5,Valid
OPP0635,Tabo Energy,ACC020,U003,Proposal,5691,5053,2076,9/1/2025,3/12/2026,Event,New,0.5,Invalid
OPP0636,Tabo Impact,ACC020,U009,Closed Won,32846,30007,3494,11/9/2025,12/4/2025,Cold Call,New,1,Invalid
OPP0637,Tabo Energy,ACC004,U010,Negotiation,36165,31709,4763,2/3/2026,3/23/2025,Email,Existing,0.75,Valid
OPP0638,Tabo Cold,ACC004,U008,Closed Lost,14713,14401,634,3/14/2026,11/18/2025,Web,Existing,0,Valid
OPP0639,Tabo Impact,ACC010,U008,Closed Lost,5637,4335,1707,2/19/2026,2/17/2026,Email,New,0,Valid
OPP0640,Tabo Impact,ACC014,U010,Closed Lost,41243,41584,336,11/6/2025,4/14/2025,Event,New,0,Valid
OPP0641,Tabo Cold,ACC017,U006,Negotiation,27870,28391,1124,3/26/2025,12/26/2025,Email,Existing,0.75,Invalid
OPP0642,Tabo Authority,ACC019,U001,Proposal,25764,22468,4547,6/22/2025,3/7/2026,Email,Existing,0.5,Invalid
OPP0643,Tabo Beyond,ACC015,U005,Proposal,17513,16433,3003,10/22/2025,8/17/2025,Cold Call,New,0.5,Valid
OPP0644,Tabo Authority,ACC010,U007,Proposal,20972,20743,2138,7/30/2025,8/22/2025,Web,Existing,0.5,Invalid
OPP0645,Tabo Generation,ACC020,U007,Negotiation,22429,21498,2670,1/16/2026,4/25/2025,Email,New,0.75,Valid
OPP0646,Tabo Authority,ACC017,U004,Proposal,16202,14162,3168,9/25/2025,8/4/2025,Web,New,0.5,Valid
OPP0647,Tabo Authority,ACC009,U001,Closed Won,39532,40021,570,8/4/2025,3/12/2026,Web,New,1,Invalid
OPP0648,Tabo Cold,ACC017,U004,Closed Lost,36243,34842,2741,2/27/2026,10/31/2025,Referral,Existing,0,Valid
OPP0649,Tabo Beyond,ACC010,U010,Closed Won,5072,2436,2936,5/13/2025,10/22/2025,Email,New,1,Invalid
OPP0650,Tabo Generation,ACC004,U001,Closed Won,21635,23425,137,5/18/2025,8/6/2025,Referral,Existing,1,Invalid
OPP0651,Tabo Energy,ACC013,U002,Closed Won,21604,18769,3089,12/26/2025,3/30/2025,Referral,Existing,1,Valid
OPP0652,Tabo Heavy,ACC020,U007,Closed Lost,28126,25520,3163,3/19/2025,8/23/2025,Web,Existing,0,Invalid
OPP0653,Tabo Heavy,ACC020,U006,Negotiation,35458,33127,2536,10/30/2025,10/2/2025,Email,Existing,0.75,Valid
OPP0654,Tabo Heavy,ACC009,U009,Proposal,13787,14380,927,4/11/2025,1/7/2026,Referral,Existing,0.5,Invalid
OPP0655,Tabo Generation,ACC020,U008,Closed Won,41048,37021,4622,9/17/2025,5/9/2025,Cold Call,Existing,1,Valid
OPP0656,Tabo Impact,ACC002,U006,Negotiation,24415,25149,428,7/28/2025,3/28/2025,Cold Call,New,0.75,Valid
OPP0657,Tabo Energy,ACC006,U001,Negotiation,35737,32997,3103,3/23/2025,8/6/2025,Cold Call,Existing,0.75,Invalid
OPP0658,Tabo Authority,ACC017,U007,Closed Won,48872,49618,427,2/28/2026,9/18/2025,Referral,Existing,1,Valid
OPP0659,Tabo Beyond,ACC001,U008,Closed Lost,41494,41927,339,3/31/2025,8/9/2025,Cold Call,Existing,0,Invalid
OPP0660,Tabo Energy,ACC018,U005,Closed Lost,12147,10267,2237,4/16/2025,4/12/2025,Event,Existing,0,Valid
OPP0661,Tabo Dream,ACC010,U006,Negotiation,44475,42811,2883,6/26/2025,1/24/2026,Cold Call,Existing,0.75,Invalid
OPP0662,Tabo Dream,ACC001,U003,Closed Won,17262,15931,1981,8/27/2025,2/8/2026,Event,Existing,1,Invalid
OPP0663,Tabo Energy,ACC010,U007,Closed Won,48974,48706,1516,3/3/2026,4/16/2025,Cold Call,Existing,1,Valid
OPP0664,Tabo Impact,ACC012,U001,Closed Lost,37791,36940,1462,1/9/2026,5/18/2025,Email,New,0,Valid
OPP0665,Tabo Dream,ACC007,U010,Proposal,37152,37751,1082,7/14/2025,3/25/2025,Cold Call,Existing,0.5,Valid
OPP0666,Tabo Cold,ACC010,U001,Closed Lost,14750,12915,3094,5/12/2025,4/7/2025,Web,New,0,Valid
OPP0667,Tabo Impact,ACC017,U010,Proposal,9499,9437,747,7/4/2025,12/20/2025,Event,Existing,0.5,Invalid
OPP0668,Tabo Cold,ACC020,U007,Negotiation,10536,8607,2969,9/30/2025,8/3/2025,Event,Existing,0.75,Valid
OPP0669,Tabo Authority,ACC010,U005,Negotiation,47844,46344,2782,7/28/2025,12/21/2025,Cold Call,Existing,0.75,Invalid
OPP0670,Tabo Dream,ACC010,U002,Closed Won,14493,12573,3519,3/16/2026,10/8/2025,Web,Existing,1,Valid
OPP0671,Tabo Dream,ACC020,U002,Closed Lost,28424,26064,4313,6/11/2025,3/1/2026,Cold Call,Existing,0,Invalid
OPP0672,Tabo Cold,ACC009,U003,Closed Lost,19474,17217,2428,3/26/2025,7/2/2025,Referral,Existing,0,Invalid
OPP0673,Tabo Beyond,ACC020,U004,Proposal,43099,42487,676,5/11/2025,4/28/2025,Referral,New,0.5,Valid
OPP0674,Tabo Impact,ACC010,U003,Negotiation,41096,37106,4609,10/25/2025,5/2/2025,Email,Existing,0.75,Valid
OPP0675,Tabo Beyond,ACC010,U006,Negotiation,37253,38632,123,4/19/2025,6/18/2025,Email,New,0.75,Invalid
OPP0676,Tabo Energy,ACC014,U009,Closed Won,38974,38505,1916,2/3/2026,11/24/2025,Web,Existing,1,Valid
OPP0677,Tabo Beyond,ACC017,U001,Negotiation,36901,33524,3455,8/5/2025,11/2/2025,Referral,New,0.75,Invalid
OPP0678,Tabo Beyond,ACC003,U008,Negotiation,33163,30124,3083,7/22/2025,8/11/2025,Web,New,0.75,Invalid
OPP0679,Tabo Heavy,ACC019,U002,Closed Lost,39903,36656,4719,12/24/2025,3/21/2025,Event,New,0,Valid
OPP0680,Tabo Authority,ACC010,U006,Proposal,7200,8065,508,6/30/2025,1/31/2026,Cold Call,Existing,0.5,Invalid
OPP0681,Tabo Cold,ACC011,U007,Closed Lost,9849,10273,499,6/11/2025,8/30/2025,Referral,New,0,Invalid
OPP0682,Tabo Impact,ACC009,U008,Closed Won,17177,15120,3065,8/21/2025,1/7/2026,Email,Existing,1,Invalid
OPP0683,Tabo Impact,ACC010,U001,Closed Lost,35493,36348,155,1/12/2026,4/25/2025,Web,Existing,0,Valid
OPP0684,Tabo Heavy,ACC014,U009,Negotiation,44601,44088,1039,10/10/2025,6/7/2025,Email,Existing,0.75,Valid
OPP0685,Tabo Energy,ACC017,U004,Negotiation,30201,26264,4462,10/11/2025,10/22/2025,Email,New,0.75,Invalid
OPP0686,Tabo Beyond,ACC009,U010,Closed Won,19021,14544,4647,6/3/2025,7/22/2025,Cold Call,Existing,1,Invalid
OPP0687,Tabo Authority,ACC020,U003,Closed Lost,18988,14634,4489,6/16/2025,6/26/2025,Email,New,0,Invalid
OPP0688,Tabo Authority,ACC017,U002,Closed Lost,46988,43279,4231,4/5/2025,10/22/2025,Cold Call,Existing,0,Invalid
OPP0689,Tabo Authority,ACC010,U003,Closed Won,13908,11364,3565,5/24/2025,10/13/2025,Event,Existing,1,Invalid
OPP0690,Tabo Dream,ACC004,U006,Negotiation,47336,46167,2572,10/4/2025,5/10/2025,Referral,New,0.75,Valid
OPP0691,Tabo Generation,ACC019,U010,Closed Lost,49579,46806,3339,1/15/2026,11/17/2025,Web,New,0,Valid
OPP0692,Tabo Dream,ACC017,U001,Negotiation,31796,29159,3542,5/4/2025,11/15/2025,Referral,Existing,0.75,Invalid
OPP0693,Tabo Cold,ACC009,U009,Negotiation,20001,19547,1453,10/22/2025,6/13/2025,Cold Call,New,0.75,Valid
OPP0694,Tabo Dream,ACC010,U001,Closed Lost,36539,33844,3807,8/8/2025,4/30/2025,Referral,Existing,0,Valid
